Issue name,Severity,Path,Domain,Project,Branch,Status,Deep link,Related to
" Bad bit shift operation"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayReceiverSession.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/bfc93c1b37ddae81bdff4312817ae1305aa474dae255412e2ee0b8a8bd8c64c7"," No Related Standards"
" Unchecked return value"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFCompat.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/c09f4bbb326aacdd97c64319cdbc75f20b26ffe0b8b3afc8a12c7b0e614f002f"," 2021 OWASP Top 10, PCI DSS 2018"
" Resource leak"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFCompat.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/c3a73b9d2a3448d2e6fa655b708433bb7a9a119b0fa1f8fcba4ad02022d17d58"," No Related Standards"
" Bad bit shift operation"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayReceiverSession.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/c3f8a022857f87fc9d0dcecda9cf12d1213ac95dfbe10fe86aa6f44a8e4d39bb"," No Related Standards"
" Missing varargs init or cleanup"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/PrintFUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/c580833244933a3c6cc07e02e546468ef888688edcdf0ce32581cad2f7cc2338"," No Related Standards"
" Unchecked return value from library"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/LogUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/c5bb74dc38ed38a09f4f0071a587153a326a907c0d34c7ad2be53f0fc94df00a"," 2021 OWASP Top 10, PCI DSS 2018"
" Explicit null dereferenced"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/PairingUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/c7b3070cb277424b9dd7c715fdd4a36a0253eab9977fab483a884d07ec38fc78"," PCI DSS 2018, 2021 CWE Top 25"
" Unchecked return value"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/External/SRP/t_math.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/c89e9213aa4792a3cd9dd3aa96d49b19b043b541323c5f8ddc328d8232922404"," 2021 OWASP Top 10, PCI DSS 2018"
" Resource leak"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/BonjourBrowser.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/ca57634535fb5db37e136f82202a1144a9c4d368b8139c6fe6d6f1e1022cef0d"," No Related Standards"
" Resource leak"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/NetUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/cbd1e461bc22acc8baf7cb87052eb91452430a55da5668f78c8630bdad6c1c09"," No Related Standards"
" Pointless string comparison"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayReceiverServer.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/ccf15a31f71e79a27fe5b72824b3b6a50bfdd95e4bb27d0add98938a8ded384e"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/src/carplay-pulse-audio.cpp"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/ce4519d55b53843762f2b6e8177916508968cfc55e69f6f530470c33b6137ef0"," No Related Standards"
" Bad bit shift operation"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayReceiverSession.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/cebbf5a385df56e6a15fa47314364a80199f1a4784cf5760452bfe6c5a04d35f"," No Related Standards"
" Use of 32-bit time_t"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/PrintFUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/91db083c-df65-473e-b89c-ad7bf9d5e4e6/issues/cfd186c3edb1b01eb2c82d03739d07da0499002eddf007e8f7725662fd55c369"," 2020 CWE On the Cusp"
" Out-of-bounds access"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/External/SRP/srp6_client.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/d1e8dba3c8360e76f208ad847768b71297ac6c4f78b73d1876aa56c5b1611ea1"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Result is not floating-point"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/d284721207a377b3d1d8263e9d27823d852b4412d112d376668f72486375cb1d"," No Related Standards"
" Unchecked return value"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFCompat.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/d30b2bebdb0f80cdc9f55cece96ca246a159f2622f8f948bee1fd83b3db1f604"," 2021 OWASP Top 10, PCI DSS 2018"
" Operands don't affect result"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/ChaCha20Poly1305.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/d37a0bb6d617cade313d70ae8685351fdef34fc310e07c959946462534ec19db"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/ChaCha20Poly1305.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/d427384c9ec2aa9a86b29eb78dd3bef88bc2230ef17a2baa8568f1fa3840ec82"," No Related Standards"
" Unchecked return value"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/HTTPServer.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/d65bf67ee8c1df6a116154b8c19b0cb8f77d8edd8c5a339bb36feedb35d59a9b"," 2021 OWASP Top 10, PCI DSS 2018"
" Resource leak"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/d91bc0de13f837335e347254f1d57204cdfabc89065526f5f9b889599a974e94"," No Related Standards"
" Use of 32-bit time_t"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/HTTPUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/91db083c-df65-473e-b89c-ad7bf9d5e4e6/issues/d99c8bb8f72f419e04b138f8605700210995d711560244eb035ec6a329f9f477"," 2020 CWE On the Cusp"
" Waiting while holding a lock"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/RandomNumberUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/db8c2f4f58d2e10f15feae303af3259a8e495c4fb1c0c7ac11c136415e958286"," No Related Standards"
" Operands don't affect result"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/dba1130fb22f044f5fcd5d0eabc52768d9d74dd56e541ba67ea6e7b5e8d0d318"," No Related Standards"
" Resource leak"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Sources/AirPlayReceiverServer.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/dbb8a350d8648f693719791f49cbbf31c342de163bf31c93c0218a6fd4dcc804"," No Related Standards"
" Logically dead code"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/Platform/AudioUtilsPulseAudio.cpp"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/dc8998fcff618ef72f4682497ad2362c1b5b92976d512885b417793922bcf631"," No Related Standards"
" Parse recovery warning"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/recipe-sysroot-native/usr/lib/arm-poky-linux-gnueabi/gcc/arm-poky-linux-gnueabi/10.3.0/include/arm_neon.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/72dee757-7a73-41e9-abc7-a695d3a89f7a/issues/dd6b2e066fbd058f3277aad66e5f2c19fc9140bd65d9d32e2050a7da1d993b24"," No Related Standards"
" Resource leak"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFLite.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/de5dfaff9303197339cd087f4a59686b4353ca9aa80e9f9c2166285c9ee0b717"," No Related Standards"
" Parse recovery warning"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/recipe-sysroot-native/usr/lib/arm-poky-linux-gnueabi/gcc/arm-poky-linux-gnueabi/10.3.0/include/arm_neon.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/decf3e8e5292fc9e6703c9e239f1fba38e3875a0cdaf0a8a6ce5979458d7fa33"," No Related Standards"
" Parse recovery warning"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/recipe-sysroot-native/usr/lib/arm-poky-linux-gnueabi/gcc/arm-poky-linux-gnueabi/10.3.0/include/arm_neon.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/72dee757-7a73-41e9-abc7-a695d3a89f7a/issues/dee0c79c36332a5323cb61e989b26a0272003c60dd5c2d6fd1b7d4324948ee6f"," No Related Standards"
" Parse recovery warning"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/recipe-sysroot-native/usr/lib/arm-poky-linux-gnueabi/gcc/arm-poky-linux-gnueabi/10.3.0/include/arm_neon.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/df5dbb988372e013dafabaa260aec5920940354e6d46eb9fe03c695bfe7b0eef"," No Related Standards"
" Waiting while holding a lock"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFLiteRunLoopSelect.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/e134ec5775038d88a5d4e3e44bc0d69cee32dbf155846df7ed364ec2dc3a81f2"," No Related Standards"
" Dereference null return value"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/External/SRP/srp6_client.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/e18cfde8311bd03516db2dbfcbc6919c51efc48aa8568c67248cef8c6cce551d"," PCI DSS 2018, 2021 CWE Top 25"
" Unchecked return value"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFLiteBinaryPlist.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/e1ab2177293ada504acad8d4b91936d83fbcd9730233f485a7dfcfeba2fea141"," 2021 OWASP Top 10, PCI DSS 2018"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/ChaCha20Poly1305.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/e1b5d44b6a6332743f5e0726835bfd96324ad4ae8b8ec5aef3c16fb2d2148b74"," No Related Standards"
" 'Constant' variable guards dead code"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/LogUtils.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/e35736439de9d22129df90891ce11d5e14132c5e282dd05185836e6e40967e5b"," No Related Standards"
" Double lock"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/DispatchLite.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/e4b16c3954bb5307d8823aa5b3fdc1edf72f72db8df2a9f13b55b320c396c440"," No Related Standards"
" Result is not floating-point"," medium"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/Support/CFLiteRunLoopSelect.c"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/e52976b73c766066dcb091082f09bf257275fddd001cec60d04fa1e7edfec381"," No Related Standards"
" Recursion in included headers"," low"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/git/AccessorySDK/External/LibTomMath/tommath_class.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/5e08f9ca-297d-4c30-8502-b4eff79d33c3/issues/e5f28a8b12118ae1ad2e9c0512f76bab7a6ba92a65d33244ffda5a5fe0403cbf"," No Related Standards"
" Use of 32-bit time_t"," high"," work/2022-09-27T20.58.28Z-polaris-9210-venus-60/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-mx6qdl-poky-linux-gnueabi/lib-apple-carplay/1.0-r0/recipe-sysroot/usr/include/time.h"," Static Analysis (SAST)"," lib-apple-carplay"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/6bd435ec-11fc-42e7-8da1-3bab9c152665/branches/43734a7a-550f-4562-acc3-b75bf543f722/revisions/91db083c-df65-473e-b89c-ad7bf9d5e4e6/issues/ea671b2171fec9447a5e6f9ab458f6bd3cf6947d58d53ff007d09e8cdf1544d4"," 2020 CWE On the Cusp"
